TKUFA2,Textbox59,Textbox66,Textbox67
 סיכום פעילות לפי קופה לתקופה נבחרת 07/1999 - 06/2018,        (במיליוני ש''ח),קופת גמל היא מכשיר חיסכון לטווח בינוני וארוך ומומלץ מאד לבחון את ביצועי הקופה לאורך זמן ולא לאורך חודשים בודדים,הנתונים המוצגים באתר דווחו על ידי הגופים המדווחים ובאחריותם

Textbox65,Textbox77,Textbox78,Textbox83,Textbox84,Textbox113,Textbox85,Textbox86,Textbox87,Textbox88,Textbox89,Textbox90,SHM2,ID2,Textbox103,Textbox104,Textbox105,Textbox106,Textbox112,Textbox110,Textbox107,Textbox108,Textbox109,SHM3,ID3,Textbox114,Textbox92,Textbox93,Textbox94,Textbox111,Textbox115,Textbox96,Textbox97,Textbox98,Textbox99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית שקלי,917,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית שקלי,917,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית מניות,918,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית מניות,918,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,11.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי א,919,- - -,11.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי א,919,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי ב',920,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-11/03,לא פעיל,הלמן אלדובי מרכזית כללי ב',920,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-1.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/09-12/03,לא פעיל,מקפת החדשה מרכזית לפיצויים,926,- - -,-1.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,08/09-12/03,לא פעיל,מקפת החדשה מרכזית לפיצויים,926,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/04-01/04,לא פעיל,מנוף מרכזית כללי,937,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/04-01/04,לא פעיל,מנוף מרכזית כללי,937,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/04-01/04,לא פעיל,מנוף מרכזית מנייתי,938,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/04-01/04,לא פעיל,מנוף מרכזית מנייתי,938,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/04-01/04,לא פעיל,"מנוף מרכזית מט""ח",939,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/04-01/04,לא פעיל,"מנוף מרכזית מט""ח",939,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/04-01/04,לא פעיל,מנוף מרכזית שיקלי,940,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/04-01/04,לא פעיל,מנוף מרכזית שיקלי,940,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/04-01/04,לא פעיל,מנוף מרכזית צמוד מדד,941,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/04-01/04,לא פעיל,מנוף מרכזית צמוד מדד,941,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/09-05/05,לא פעיל,"אתגרים לפיצויים מט""ח",949,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/09-05/05,לא פעיל,"אתגרים לפיצויים מט""ח",949,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,4.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/12-12/03,לא פעיל, *** מיטב מסלולית לפיצויים צמוד מדד,950,- - -,4.3,- - -,- - -,- - -,דווח,- - -,04/12-12/03,לא פעיל, *** מיטב מסלולית לפיצויים צמוד מדד,950,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-0.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/12-12/03,לא פעיל,אתגרים לפיצויים שיקלי,951,- - -,-0.4,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/12-12/03,לא פעיל,אתגרים לפיצויים שיקלי,951,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,13.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/12-12/03,לא פעיל,אתגרים לפיצויים כללי,952,- - -,13.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/12-12/03,לא פעיל,אתגרים לפיצויים כללי,952,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,46.6,- - -,0.65%,- - -,- - -,- - -,- - -,- - -,01/18-01/04,לא פעיל, *** הפניקס מרכזית,954,- - -,46.6,- - -,0.65%,- - -,אין נתונים לתחום המבוקש,- - -,01/18-01/04,לא פעיל, *** הפניקס מרכזית,954,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/09-12/03,לא פעיל,** הייטק פיצויים,970,- - -,0.2,- - -,- - -,- - -,דווח,- - -,12/09-12/03,לא פעיל,** הייטק פיצויים,970,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,56.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/13-06/04,לא פעיל, *** הדס ארזים אפסילון מרכזית לפיצויים מסלול כללי,1003,- - -,56.7,- - -,- - -,- - -,דווח,- - -,06/13-06/04,לא פעיל, *** הדס ארזים אפסילון מרכזית לפיצויים מסלול כללי,1003,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/08-07/04,לא פעיל,"אשכול חו""ל",1005,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/08-07/04,לא פעיל,"אשכול חו""ל",1005,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,11.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/13-08/04,לא פעיל, *** תמיר פישמן מרכזית לפיצויים כללי,1018,- - -,11.7,- - -,- - -,- - -,דווח,- - -,02/13-08/04,לא פעיל, *** תמיר פישמן מרכזית לפיצויים כללי,1018,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/07-08/04,לא פעיל,מגדל למעסיק,1031,- - -,0.0,- - -,- - -,- - -,רב מסלולית,- - -,10/07-08/04,לא פעיל,מגדל למעסיק,1031,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.0%,186.9,359.0,0.65%,- - -,1.49,3.53%,2.64%,- - -,06/18-11/04,,ילין לפידות מרכזית לפיצויים,1039,92.0%,186.9,359.0,0.65%,- - -,דווח,- - -,06/18-11/04,,ילין לפידות מרכזית לפיצויים,1039,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-3.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,07/09-12/04,לא פעיל,קואטרו מרכזית לפיצויים,1054,- - -,-3.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,07/09-12/04,לא פעיל,קואטרו מרכזית לפיצויים,1054,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/13-12/04,לא פעיל,"איילון לפיצויים מט""ח",1069,- - -,0.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/13-12/04,לא פעיל,"איילון לפיצויים מט""ח",1069,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,7.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/17-12/04,לא פעיל, *** איילון מרכזית לפיצויים צמוד מדד,1070,- - -,7.5,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/17-12/04,לא פעיל, *** איילון מרכזית לפיצויים צמוד מדד,1070,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,11/13-01/05,לא פעיל,איילון לפיצויים שקלי,1071,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,11/13-01/05,לא פעיל,איילון לפיצויים שקלי,1071,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,7.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/13-12/04,לא פעיל, *** איילון לפיצויים כללי,1072,- - -,7.1,- - -,- - -,- - -,דווח,- - -,09/13-12/04,לא פעיל, *** איילון לפיצויים כללי,1072,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-12/04,לא פעיל,אינפיניטי פיצויים ב צמוד מדד,1086,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/10-12/04,לא פעיל,אינפיניטי פיצויים ב צמוד מדד,1086,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.4,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-12/04,לא פעיל,"אינפיניטי פיצויים ב סל אג""ח",1087,- - -,3.4,- - -,- - -,- - -,דווח,- - -,12/10-12/04,לא פעיל,"אינפיניטי פיצויים ב סל אג""ח",1087,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,05/09-12/04,לא פעיל,אינפיניטי פיצויים ל צמוד מדד,1088,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,05/09-12/04,לא פעיל,אינפיניטי פיצויים ל צמוד מדד,1088,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,23.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-12/04,לא פעיל,"אינפיניטי פיצויים ל סל אג""ח",1089,- - -,23.8,- - -,- - -,- - -,דווח,- - -,12/10-12/04,לא פעיל,"אינפיניטי פיצויים ל סל אג""ח",1089,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-01/05,לא פעיל,אינפיניטי פיצויים פ צמוד מדד,1090,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/10-01/05,לא פעיל,אינפיניטי פיצויים פ צמוד מדד,1090,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",84.8%,27.4,735.3,0.64%,- - -,1.49,6.64%,5.78%,- - -,06/18-01/05,, *** אלטשולר שחם פיצויים כללי,1094,84.8%,27.4,735.3,0.64%,- - -,דווח,- - -,06/18-01/05,, *** אלטשולר שחם פיצויים כללי,1094,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.0%,-0.2,44.9,0.54%,- - -,1.05,3.15%,2.75%,- - -,06/18-01/05,,"אינפיניטי פיצויים סל אג""ח",1095,86.0%,-0.2,44.9,0.54%,- - -,דווח,- - -,06/18-01/05,,"אינפיניטי פיצויים סל אג""ח",1095,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/10-03/05,לא פעיל,"משכית חו""ל",1101,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/10-03/05,לא פעיל,"משכית חו""ל",1101,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",93.5%,-115.3,64.2,0.68%,- - -,0.67,2.08%,1.45%,195.82%,06/18-07/99,," *** מיטב דש פיצויים אג""ח ללא מניות",1107,93.5%,-115.3,64.2,0.68%,- - -,דווח,195.82%,06/18-07/99,," *** מיטב דש פיצויים אג""ח ללא מניות",1107,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,3.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/09-06/05,לא פעיל,קואטרו (פ) מרכזית לפיצויים,1115,- - -,3.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,09/09-06/05,לא פעיל,קואטרו (פ) מרכזית לפיצויים,1115,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,9.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/12-07/05,לא פעיל, *** מיטב פיצויים פלוס,1118,- - -,9.0,- - -,- - -,- - -,דווח,- - -,03/12-07/05,לא פעיל, *** מיטב פיצויים פלוס,1118,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,8.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/10-07/05,לא פעיל,ישיר דינאמית מרכזית לפיצויים,1121,- - -,8.2,- - -,- - -,- - -,דווח,- - -,06/10-07/05,לא פעיל,ישיר דינאמית מרכזית לפיצויים,1121,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",86.6%,29.7,40.7,0.69%,- - -,1.18,4.89%,3.62%,- - -,06/18-10/05,,מנורה מרכזית לפיצויים כללי,1144,86.6%,29.7,40.7,0.69%,- - -,דווח,- - -,06/18-10/05,,מנורה מרכזית לפיצויים כללי,1144,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",87.8%,77.9,118.8,0.57%,- - -,1.14,3.48%,2.57%,- - -,06/18-10/05,,מנורה מרכזית לפיצויים עד 10% מניות,1145,87.8%,77.9,118.8,0.57%,- - -,דווח,- - -,06/18-10/05,,מנורה מרכזית לפיצויים עד 10% מניות,1145,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,51.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,09/11-10/05,לא פעיל, *** פרפקט קופת פיצויים מרכזית מסלול כללי,1152,- - -,51.2,- - -,- - -,- - -,דווח,- - -,09/11-10/05,לא פעיל, *** פרפקט קופת פיצויים מרכזית מסלול כללי,1152,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,2.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,02/13-12/05,לא פעיל," *** תמיר פישמן לפיצויים אג""ח",1155,- - -,2.2,- - -,- - -,- - -,דווח,- - -,02/13-12/05,לא פעיל," *** תמיר פישמן לפיצויים אג""ח",1155,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/09-01/06,לא פעיל,איילון תקציבית,1160,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/09-01/06,לא פעיל,איילון תקציבית,1160,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-04/06,לא פעיל,מגדלור מרכזית לפיצויים נאות,1168,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/10-04/06,לא פעיל,מגדלור מרכזית לפיצויים נאות,1168,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,04/10-04/06,לא פעיל,מגדלור מרכזית לפיצויים אפיקים,1169,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,04/10-04/06,לא פעיל,מגדלור מרכזית לפיצויים אפיקים,1169,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,4.9,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/12-04/06,לא פעיל,תמיר פישמן פיצויים ערך,1176,- - -,4.9,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/12-04/06,לא פעיל,תמיר פישמן פיצויים ערך,1176,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,6.5,- - -,- - -,- - -,- - -,- - -,- - -,- - -,08/09-06/06,לא פעיל,גאון מרכזית לפיצויים כללי ב',1178,- - -,6.5,- - -,- - -,- - -,דווח,- - -,08/09-06/06,לא פעיל,גאון מרכזית לפיצויים כללי ב',1178,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,8.6,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/11-06/06,לא פעיל,מילניום קופה מרכזית לפיצויים,1188,- - -,8.6,- - -,- - -,- - -,דווח,- - -,03/11-06/06,לא פעיל,מילניום קופה מרכזית לפיצויים,1188,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",71.5%,-867.2,455.0,0.71%,- - -,1.47,4.94%,3.35%,- - -,06/18-08/06,, *** ** לאומי קופה מרכזית לפיצויים,1192,71.5%,-867.2,455.0,0.71%,- - -,דווח,- - -,06/18-08/06,, *** ** לאומי קופה מרכזית לפיצויים,1192,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,37.3,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/13-08/06,לא פעיל, *** ** בנק לאומי למשכנתאות קופה מרכזית לפיצויים,1193,- - -,37.3,- - -,- - -,- - -,דווח,- - -,01/13-08/06,לא פעיל, *** ** בנק לאומי למשכנתאות קופה מרכזית לפיצויים,1193,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-25.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/16-08/06,לא פעיל,** בנק ערבי ישראלי קופה מרכזית לפיצויים,1194,- - -,-25.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/16-08/06,לא פעיל,** בנק ערבי ישראלי קופה מרכזית לפיצויים,1194,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,12.7,- - -,- - -,- - -,- - -,- - -,- - -,- - -,03/11-01/07,לא פעיל,מיטב וויזר מרכזית לפיצויים כללית,1197,- - -,12.7,- - -,- - -,- - -,דווח,- - -,03/11-01/07,לא פעיל,מיטב וויזר מרכזית לפיצויים כללית,1197,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",85.7%,6.1,38.8,0.62%,- - -,1.35,5.10%,3.23%,- - -,06/18-11/06,, *** אי.בי.אי מרכזית לפיצויים מסלול כללי,1206,85.7%,6.1,38.8,0.62%,- - -,דווח,- - -,06/18-11/06,, *** אי.בי.אי מרכזית לפיצויים מסלול כללי,1206,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",94.1%,4.3,5.0,0.50%,- - -,0.46,5.55%,0.73%,- - -,06/18-01/07,,אינפיניטי פיצויים סל מניות,1211,94.1%,4.3,5.0,0.50%,- - -,דווח,- - -,06/18-01/07,,אינפיניטי פיצויים סל מניות,1211,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,12/10-01/07,לא פעיל,אינפיניטי פיצויים (ב) סל מנייתי,1212,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,12/10-01/07,לא פעיל,אינפיניטי פיצויים (ב) סל מנייתי,1212,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.1,- - -,- - -,- - -,- - -,- - -,- - -,- - -,06/08-02/07,לא פעיל,אשכול ב',1213,- - -,0.1,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,06/08-02/07,לא פעיל,אשכול ב',1213,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",89.8%,64.6,87.6,0.39%,- - -,1.02,5.49%,3.50%,- - -,06/18-06/07,,פסגות פיצויים בטא,1223,89.8%,64.6,87.6,0.39%,- - -,דווח,- - -,06/18-06/07,,פסגות פיצויים בטא,1223,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,0.0,- - -,- - -,- - -,- - -,- - -,- - -,- - -,10/12-06/07,לא פעיל,פסגות פיצויים מניות,1224,- - -,0.0,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,10/12-06/07,לא פעיל,פסגות פיצויים מניות,1224,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",92.9%,24.0,40.8,0.76%,- - -,0.80,2.25%,1.72%,- - -,06/18-06/07,,"פסגות פיצויים אג""ח ",1225,92.9%,24.0,40.8,0.76%,- - -,דווח,- - -,06/18-06/07,,"פסגות פיצויים אג""ח ",1225,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-99.8,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/13-07/07,לא פעיל,** מרכזית לפיצויים הבנק הבינלאומי,1226,- - -,-99.8,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/13-07/07,לא פעיל,** מרכזית לפיצויים הבנק הבינלאומי,1226,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
"שיעור דמי ניהול ממוצע לשנת
2017",- - -,-3.2,- - -,- - -,- - -,- - -,- - -,- - -,- - -,01/13-07/07,לא פעיל,** מרכזית לפיצוים קבוצת יובנק,1227,- - -,-3.2,- - -,- - -,- - -,אין נתונים לתחום המבוקש,- - -,01/13-07/07,לא פעיל,** מרכזית לפיצוים קבוצת יובנק,1227,88.0%,"-16,268.5","15,361.3",0.52%,---,- - -,4.33%,2.98%,210.75%,06/18-07/99
